TransactionID,CustomerID,OrderDate,Amount,Email
T102307,CUST00122,17-02-2024,89.37,cust00122@example.com
T102473,CUST00132,19-07-2024,97.77,cust00132@example.com
T100219,CUST00007,23-05-2024,224.37,cust00007@example.com
T100367,CUST00012,25-09-2024,233.91,cust00012@example.com
T102421,CUST00128,08-09-2024,41.87,cust00128@example.com
T100549,CUST00018,09-08-2024,211.29,cust00018@example.com
T103038,CUST00214,03-02-2024,34.05,cust00214@example.com
T102367,CUST00125,05-08-2024,84.69,cust00125@example.com
T101611,CUST00073,12-04-2024,92.07,cust00073@example.com
T100351,CUST00012,18-05-2024,225.6,cust00012@example.com
T101336,CUST00052,22-03-2024,55.96,cust00052@example.com
T100772,CUST00027,03-09-2024,101.67,cust00027@example.com
T101399,CUST00057,08-05-2024,96.54,cust00057@example.com
T102114,CUST00109,27-07-2024,92.34,cust00109@example.com
T100490,CUST00016,03-05-2024,157.46,cust00016@example.com
T102970,CUST00205,06-03-2024,52.83,cust00205@example.com
T102621,CUST00149,01-04-2024,83.51,cust00149@example.com
T100498,CUST00017,18-03-2024,245.65,cust00017@example.com
T102166,CUST00112,03-03-2024,90.73,cust00112@example.com
T100210,CUST00007,02-06-2024,173.28,cust00007@example.com
T103132,CUST00230,19-08-2023,56.97,cust00230@example.com
T102276,CUST00119,10-03-2024,99.49,cust00119@example.com
T100650,CUST00022,13-06-2024,94.78,cust00022@example.com
T100227,CUST00008,29-11-2024,146.83,cust00008@example.com
T100365,CUST00012,25-08-2024,145.64,cust00012@example.com
T101670,CUST00076,03-05-2024,70.45,cust00076@example.com
T102997,CUST00208,21-06-2024,48.59,cust00208@example.com
T100276,CUST00009,20-11-2024,215.71,cust00009@example.com
T102953,CUST00202,11-08-2024,57.7,cust00202@example.com
T100949,CUST00033,27-11-2024,181.56,cust00033@example.com
T101760,CUST00083,19-04-2024,76.35,cust00083@example.com
T101980,CUST00099,07-03-2024,54.89,cust00099@example.com
T102281,CUST00120,24-11-2024,68.95,cust00120@example.com
T100407,CUST00013,21-07-2024,81.84,cust00013@example.com
T102706,CUST00163,11-08-2024,37.21,cust00163@example.com
T103158,CUST00240,23-10-2023,52.11,cust00240@example.com
T102582,CUST00143,01-03-2024,60.19,cust00143@example.com
T103043,CUST00214,21-06-2024,54.22,cust00214@example.com
T101196,CUST00043,17-06-2024,245.49,cust00043@example.com
T102658,CUST00156,20-03-2024,42.72,cust00156@example.com
T100869,CUST00031,07-06-2024,240.84,cust00031@example.com
T100844,CUST00030,12-04-2024,105.27,cust00030@example.com
T100007,CUST00001,17-11-2024,227.25,cust00001@example.com
T101936,CUST00096,06-08-2024,61.59,cust00096@example.com
T101490,CUST00064,03-11-2024,59,cust00064@example.com
T103303,CUST00296,13-07-2023,29.45,cust00296@example.com
T100415,CUST00014,15-05-2024,156.24,cust00014@example.com
T102657,CUST00155,12-04-2024,81.02,cust00155@example.com
T101220,CUST00045,14-09-2024,241.65,cust00045@example.com
T102611,CUST00148,27-01-2024,30.23,cust00148@example.com
T103141,CUST00234,27-02-2024,56.43,cust00234@example.com
T103089,CUST00221,09-08-2024,45.19,cust00221@example.com
T101671,CUST00076,02-11-2024,110.24,cust00076@example.com
T100199,CUST00007,19-09-2024,212.58,cust00007@example.com
T101537,CUST00068,08-09-2024,94.49,cust00068@example.com
T102417,CUST00128,15-02-2024,43.12,cust00128@example.com
T100801,CUST00028,12-05-2024,105.93,cust00028@example.com
T102345,CUST00124,16-11-2024,93.49,cust00124@example.com
T101228,CUST00045,03-11-2024,247.28,cust00045@example.com
T100283,CUST00009,18-09-2024,95.98,cust00009@example.com
T101225,CUST00045,05-07-2024,188.55,cust00045@example.com
T100231,CUST00008,25-08-2024,165.45,cust00008@example.com
T101862,CUST00091,22-06-2024,54.19,cust00091@example.com
T101006,CUST00035,03-03-2024,197.69,cust00035@example.com
T102650,CUST00155,05-04-2024,42.53,cust00155@example.com
T100096,CUST00004,06-06-2024,168.86,cust00004@example.com
T101674,CUST00077,01-03-2024,103.2,cust00077@example.com
T102839,CUST00184,21-04-2024,52.3,cust00184@example.com
T101709,CUST00079,19-10-2024,92.02,cust00079@example.com
T102841,CUST00184,18-06-2024,75.26,cust00184@example.com
T101323,CUST00051,31-07-2024,57.54,cust00051@example.com
T101941,CUST00096,07-07-2024,66.74,cust00096@example.com
T103162,CUST00243,31-08-2023,28.55,cust00243@example.com
T102858,CUST00187,20-05-2024,32.16,cust00187@example.com
T101728,CUST00080,09-09-2024,105.12,cust00080@example.com
T101697,CUST00078,09-05-2024,50.81,cust00078@example.com
T100104,CUST00004,01-11-2024,234.29,cust00004@example.com
T102469,CUST00132,02-12-2024,83.44,cust00132@example.com
T103115,CUST00224,11-08-2024,82.65,cust00224@example.com
T100897,CUST00031,31-12-2024,232.38,cust00031@example.com
T101237,CUST00045,17-12-2024,160.45,cust00045@example.com
T101190,CUST00043,27-05-2024,91.45,cust00043@example.com
T102209,CUST00115,31-08-2024,112.86,cust00115@example.com
T100435,CUST00014,17-09-2024,199.16,cust00014@example.com
T102712,CUST00164,26-09-2024,50.89,cust00164@example.com
T100744,CUST00026,01-11-2024,119.48,cust00026@example.com
T100226,CUST00008,04-11-2024,245.41,cust00008@example.com
T101730,CUST00080,31-07-2024,64.5,cust00080@example.com
T102746,CUST00171,25-01-2024,64.7,cust00171@example.com
T101960,CUST00098,17-08-2024,49.47,cust00098@example.com
T102543,CUST00137,02-08-2024,66.82,cust00137@example.com
T101878,CUST00093,26-11-2024,63.8,cust00093@example.com
T102883,CUST00191,22-08-2024,34.27,cust00191@example.com
T102862,CUST00187,05-08-2024,87.03,cust00187@example.com
T101902,CUST00094,10-03-2024,100.88,cust00094@example.com
T101427,CUST00059,29-05-2024,116.14,cust00059@example.com
T102832,CUST00183,19-11-2023,37.11,cust00183@example.com
T101053,CUST00037,11-06-2024,215.79,cust00037@example.com
T102592,CUST00145,06-06-2024,63.15,cust00145@example.com
T103269,CUST00283,30-12-2023,45.99,cust00283@example.com
T101488,CUST00064,17-11-2024,71.08,cust00064@example.com
T103172,CUST00245,02-10-2023,22.18,cust00245@example.com
T101580,CUST00071,31-07-2024,58.56,cust00071@example.com
T101377,CUST00055,02-12-2024,81.19,cust00055@example.com
T101963,CUST00098,04-07-2024,70.71,cust00098@example.com
T100464,CUST00016,08-10-2024,243.57,cust00016@example.com
T101042,CUST00037,01-08-2024,134.19,cust00037@example.com
T101017,CUST00036,11-09-2024,176.55,cust00036@example.com
T102674,CUST00159,08-03-2024,83.41,cust00159@example.com
T101741,CUST00081,11-11-2024,98.69,cust00081@example.com
T102800,CUST00178,26-06-2024,77.56,cust00178@example.com
T101047,CUST00037,19-10-2024,84.15,cust00037@example.com
T101954,CUST00098,25-11-2024,119.87,cust00098@example.com
T102016,CUST00102,13-05-2024,67.79,cust00102@example.com
T100212,CUST00007,31-10-2024,190.83,cust00007@example.com
T100012,CUST00001,11-09-2024,221.52,cust00001@example.com
T103209,CUST00260,18-08-2023,42.47,cust00260@example.com
T100900,CUST00032,17-04-2024,115.34,cust00032@example.com
T100422,CUST00014,19-11-2024,95.51,cust00014@example.com
T100887,CUST00031,19-06-2024,120.49,cust00031@example.com
T103179,CUST00249,04-01-2024,45.83,cust00249@example.com
T102369,CUST00125,15-04-2024,98.33,cust00125@example.com
T101808,CUST00087,05-12-2024,53.93,cust00087@example.com
T101161,CUST00042,23-05-2024,101.91,cust00042@example.com
T101610,CUST00073,23-06-2024,110.41,cust00073@example.com
T100741,CUST00026,29-07-2024,131.23,cust00026@example.com
T102917,CUST00197,20-04-2024,80.91,cust00197@example.com
T102581,CUST00143,01-06-2024,83.32,cust00143@example.com
T103197,CUST00257,30-03-2024,54.43,cust00257@example.com
T102342,CUST00124,29-02-2024,46.41,cust00124@example.com
T101583,CUST00072,11-11-2024,79.74,cust00072@example.com
T102340,CUST00124,17-12-2024,100.09,cust00124@example.com
T100509,CUST00017,05-08-2024,203.37,cust00017@example.com
T100644,CUST00022,10-11-2024,100.36,cust00022@example.com
T100597,CUST00020,11-09-2024,109.29,cust00020@example.com
T102852,CUST00186,29-07-2024,41.5,cust00186@example.com
T101278,CUST00048,25-03-2024,51.4,cust00048@example.com
T101421,CUST00058,07-07-2024,80.58,cust00058@example.com
T102117,CUST00109,23-05-2024,89.22,cust00109@example.com
T102921,CUST00197,29-06-2024,72.76,cust00197@example.com
T100518,CUST00017,12-11-2024,247.84,cust00017@example.com
T101034,CUST00037,29-03-2024,93.08,cust00037@example.com
T100767,CUST00027,04-06-2024,229.05,cust00027@example.com
T100573,CUST00019,04-05-2024,185.75,cust00019@example.com
T103236,CUST00270,12-02-2024,24.88,cust00270@example.com
T103011,CUST00210,15-10-2024,47.26,cust00210@example.com
T101356,CUST00054,26-10-2024,112.06,cust00054@example.com
T102679,CUST00160,01-02-2024,60.95,cust00160@example.com
T101738,CUST00081,06-06-2024,69.42,cust00081@example.com
T103252,CUST00277,06-03-2024,42.25,cust00277@example.com
T101756,CUST00083,23-09-2024,116.77,cust00083@example.com
T100123,CUST00005,03-10-2024,98.71,cust00005@example.com
T101446,CUST00061,02-09-2024,95.41,cust00061@example.com
T103004,CUST00209,04-12-2023,64.3,cust00209@example.com
T100220,CUST00007,23-09-2024,191.79,cust00007@example.com
T100819,CUST00029,07-08-2024,136.98,cust00029@example.com
T103214,CUST00262,02-06-2023,25.33,cust00262@example.com
T100358,CUST00012,08-09-2024,239.84,cust00012@example.com
T100100,CUST00004,11-04-2024,85.34,cust00004@example.com
T102918,CUST00197,10-05-2024,55.36,cust00197@example.com
T100551,CUST00018,22-04-2024,224.87,cust00018@example.com
T102550,CUST00139,10-06-2024,50.93,cust00139@example.com
T101877,CUST00092,12-10-2024,80.67,cust00092@example.com
T100259,CUST00008,29-11-2024,96.52,cust00008@example.com
T103064,CUST00218,08-12-2023,68.91,cust00218@example.com
T102920,CUST00197,26-05-2024,49.52,cust00197@example.com
T102900,CUST00193,19-08-2024,37.67,cust00193@example.com
T102644,CUST00153,13-02-2024,32.89,cust00153@example.com
T102886,CUST00191,28-04-2024,60.42,cust00191@example.com
T102578,CUST00142,06-01-2024,51.47,cust00142@example.com
T101820,CUST00088,02-06-2024,56.45,cust00088@example.com
T102659,CUST00156,16-09-2024,69.44,cust00156@example.com
T102623,CUST00149,05-01-2024,84.6,cust00149@example.com
T101832,CUST00089,05-06-2024,86.59,cust00089@example.com
T103233,CUST00269,03-07-2023,17.6,cust00269@example.com
T103057,CUST00216,12-09-2024,34.62,cust00216@example.com
T102130,CUST00109,18-12-2024,52.98,cust00109@example.com
T102573,CUST00142,09-02-2024,58.59,cust00142@example.com
T102486,CUST00133,07-02-2024,78.67,cust00133@example.com
T100456,CUST00015,05-08-2024,81.93,cust00015@example.com
T100462,CUST00016,29-08-2024,206.83,cust00016@example.com
T102463,CUST00131,12-07-2024,85.55,cust00131@example.com
T100926,CUST00032,20-10-2024,125.68,cust00032@example.com
T101044,CUST00037,02-11-2024,230.62,cust00037@example.com
T101844,CUST00090,05-03-2024,115.45,cust00090@example.com
T101665,CUST00076,15-10-2024,108.11,cust00076@example.com
T100381,CUST00012,13-09-2024,198.45,cust00012@example.com
T103310,CUST00300,13-09-2023,47.52,cust00300@example.com
T103120,CUST00225,12-03-2024,46.25,cust00225@example.com
T102015,CUST00102,29-08-2024,72.89,cust00102@example.com
T100929,CUST00032,02-11-2024,123.84,cust00032@example.com
T101010,CUST00035,03-06-2024,117.61,cust00035@example.com
T101315,CUST00051,22-11-2024,91.49,cust00051@example.com
T101108,CUST00040,13-05-2024,198.32,cust00040@example.com
T101717,CUST00079,21-10-2024,95.6,cust00079@example.com
T100662,CUST00023,24-12-2024,182.98,cust00023@example.com
T100059,CUST00002,21-06-2024,135.31,cust00002@example.com
T101048,CUST00037,06-09-2024,227.92,cust00037@example.com
T103274,CUST00284,16-10-2023,52.63,cust00284@example.com
T103083,CUST00220,06-12-2023,65.26,cust00220@example.com
T103313,CUST00001,not-a-date,30,cust00001@example.com
T101745,CUST00082,12-05-2024,78.51,cust00082@example.com
T102609,CUST00147,30-01-2024,33.76,cust00147@example.com
T103149,CUST00237,03-12-2023,35.45,cust00237@example.com
T101127,CUST00040,12-08-2024,149.44,cust00040@example.com
T103309,CUST00299,12-01-2024,35.89,cust00299@example.com
T100657,CUST00023,19-08-2024,141.72,cust00023@example.com
T101451,CUST00061,31-05-2024,89.43,cust00061@example.com
T100845,CUST00030,31-12-2024,150.49,cust00030@example.com
T100542,CUST00018,10-06-2024,118.87,cust00018@example.com
T102107,CUST00108,30-08-2024,112.49,cust00108@example.com
T102232,CUST00117,11-11-2024,112.23,cust00117@example.com
T102234,CUST00117,13-08-2024,93.42,cust00117@example.com
T101221,CUST00045,13-10-2024,105.68,cust00045@example.com
T101532,CUST00068,12-12-2024,97.29,cust00068@example.com
T101272,CUST00048,12-03-2024,102.39,cust00048@example.com
T102066,CUST00105,04-09-2024,56.11,cust00105@example.com
T102360,CUST00125,13-05-2024,40.94,cust00125@example.com
T101964,CUST00098,28-10-2024,85.75,cust00098@example.com
T101600,CUST00073,17-10-2024,55.35,cust00073@example.com
T103223,CUST00266,07-09-2023,15.86,cust00266@example.com
T100237,CUST00008,02-06-2024,84.13,cust00008@example.com
T103130,CUST00229,21-06-2023,51.23,cust00229@example.com
T101233,CUST00045,19-03-2024,85.29,cust00045@example.com
T102170,CUST00112,11-09-2024,94.91,cust00112@example.com
T102273,CUST00119,07-09-2024,92.18,cust00119@example.com
T100163,CUST00006,19-09-2024,171.08,cust00006@example.com
T102132,CUST00109,12-09-2024,84.78,cust00109@example.com
T100252,CUST00008,04-09-2024,224.69,cust00008@example.com
T101350,CUST00053,05-03-2024,109.36,cust00053@example.com
T101921,CUST00095,19-07-2024,40.26,cust00095@example.com
T100930,CUST00032,12-05-2024,103.69,cust00032@example.com
T101407,CUST00057,20-05-2024,104.45,cust00057@example.com
T101178,CUST00043,19-05-2024,209.37,cust00043@example.com
T101442,CUST00060,24-06-2024,93.81,cust00060@example.com
T101465,CUST00062,23-05-2024,43.86,cust00062@example.com
T101134,CUST00041,17-12-2024,196.15,cust00041@example.com
T102023,CUST00102,16-08-2024,44.18,cust00102@example.com
T101675,CUST00077,05-03-2024,64.37,cust00077@example.com
T102651,CUST00155,25-11-2023,52.12,cust00155@example.com
T101993,CUST00100,07-06-2024,50.83,cust00100@example.com
T100677,CUST00023,07-09-2024,147.64,cust00023@example.com
T100041,CUST00002,17-11-2024,164.18,cust00002@example.com
T101128,CUST00040,18-10-2024,143.36,cust00040@example.com
T102830,CUST00183,08-08-2024,58.85,cust00183@example.com
T102803,CUST00179,28-03-2024,87.61,cust00179@example.com
T100243,CUST00008,11-08-2024,142.93,cust00008@example.com
T101116,CUST00040,17-03-2024,95.55,cust00040@example.com
T103204,CUST00258,01-06-2024,45.46,cust00258@example.com
T102211,CUST00115,05-04-2024,104.39,cust00115@example.com
T100261,CUST00008,24-04-2024,248.31,cust00008@example.com
T101106,CUST00039,11-06-2024,147.36,cust00039@example.com
T100834,CUST00029,18-04-2024,164.72,cust00029@example.com
T102564,CUST00140,28-06-2024,54.17,cust00140@example.com
T102684,CUST00160,03-06-2024,50.24,cust00160@example.com
T102033,CUST00103,05-10-2024,117.76,cust00103@example.com
T101114,CUST00040,29-08-2024,180.8,cust00040@example.com
T100340,CUST00011,24-03-2024,163.57,cust00011@example.com
T103044,CUST00214,01-10-2024,74.27,cust00214@example.com
T100748,CUST00026,08-04-2024,234.1,cust00026@example.com
T101777,CUST00084,19-04-2024,75.01,cust00084@example.com
T100480,CUST00016,29-10-2024,187,cust00016@example.com
T103206,CUST00259,18-04-2024,53.64,cust00259@example.com
T101662,CUST00076,23-07-2024,113.55,cust00076@example.com
T101398,CUST00056,11-06-2024,89.37,cust00056@example.com
T100783,CUST00028,07-10-2024,138.77,cust00028@example.com
T102846,CUST00185,12-09-2024,77.25,cust00185@example.com
T102178,CUST00112,26-06-2024,95.53,cust00112@example.com
T102667,CUST00158,06-04-2024,69.1,cust00158@example.com
T102423,CUST00128,19-07-2024,76.68,cust00128@example.com
T102073,CUST00105,30-04-2024,110.23,cust00105@example.com
T101659,CUST00076,05-08-2024,75.78,cust00076@example.com
T103031,CUST00213,21-02-2024,55.1,cust00213@example.com
T102349,CUST00124,24-08-2024,40.81,cust00124@example.com
T102946,CUST00201,03-05-2024,60.83,cust00201@example.com
T101392,CUST00056,08-05-2024,53.58,cust00056@example.com
T100626,CUST00021,02-07-2024,158.63,cust00021@example.com
T100347,CUST00011,27-03-2024,87.7,cust00011@example.com
T102119,CUST00109,15-06-2024,110.59,cust00109@example.com
T101499,CUST00065,14-10-2024,109.07,cust00065@example.com
T100979,CUST00034,20-10-2024,181.46,cust00034@example.com
T102859,CUST00187,27-08-2024,40.51,cust00187@example.com
T101718,CUST00080,16-07-2024,118.69,cust00080@example.com
T100911,CUST00032,12-07-2024,125.57,cust00032@example.com
T102442,CUST00130,23-11-2024,100.95,cust00130@example.com
T100632,CUST00021,21-06-2024,166.99,cust00021@example.com
T102836,CUST00184,14-02-2024,89.6,cust00184@example.com
T100445,CUST00015,22-05-2024,241.03,cust00015@example.com
T100617,CUST00021,23-10-2024,127.07,cust00021@example.com
T101506,CUST00066,04-05-2024,86.41,cust00066@example.com
T101364,CUST00054,23-10-2024,98.65,cust00054@example.com
T103090,CUST00221,05-04-2024,57.02,cust00221@example.com
T101437,CUST00060,23-10-2024,96.37,cust00060@example.com
T102821,CUST00182,18-04-2024,43.72,cust00182@example.com
T103195,CUST00256,08-09-2023,37.75,cust00256@example.com
T102420,CUST00128,23-05-2024,52.8,cust00128@example.com
T100353,CUST00012,03-12-2024,107.7,cust00012@example.com
T100613,CUST00021,15-11-2024,93.9,cust00021@example.com
T101149,CUST00042,02-11-2024,227.44,cust00042@example.com
T102850,CUST00186,15-04-2024,69.4,cust00186@example.com
T102102,CUST00108,19-10-2024,52.64,cust00108@example.com
T100057,CUST00002,24-06-2024,113.32,cust00002@example.com
T101412,CUST00058,11-10-2024,61.58,cust00058@example.com
T102210,CUST00115,07-10-2024,100.32,cust00115@example.com
T102430,CUST00129,16-05-2024,88.24,cust00129@example.com
T103314,CUST00002,01-06-2024,-25,cust00002@example.com
T102083,CUST00106,23-12-2024,112.74,cust00106@example.com
T102043,CUST00104,27-02-2024,49.18,cust00104@example.com
T102906,CUST00194,11-07-2024,88.38,cust00194@example.com
T101320,CUST00051,18-10-2024,59.77,cust00051@example.com
T101450,CUST00061,07-05-2024,79.77,cust00061@example.com
T101271,CUST00048,11-08-2024,108.81,cust00048@example.com
T100560,CUST00019,04-06-2024,199.69,cust00019@example.com
T100707,CUST00024,18-09-2024,217.68,cust00024@example.com
T102624,CUST00149,11-11-2023,52.64,cust00149@example.com
T100424,CUST00014,17-07-2024,89.78,cust00014@example.com
T101093,CUST00039,10-08-2024,167.16,cust00039@example.com
T100647,CUST00022,22-08-2024,195.45,cust00022@example.com
T100072,CUST00003,09-07-2024,80.94,cust00003@example.com
T102387,CUST00126,02-06-2024,88.09,cust00126@example.com
T101309,CUST00050,03-02-2024,105.19,cust00050@example.com
T102704,CUST00163,25-08-2024,76.21,cust00163@example.com
T101005,CUST00035,22-06-2024,191.99,cust00035@example.com
T100620,CUST00021,29-06-2024,111.37,cust00021@example.com
T103113,CUST00224,04-08-2024,35.48,cust00224@example.com
T100553,CUST00018,10-06-2024,175.36,cust00018@example.com
T102545,CUST00138,04-06-2024,59.26,cust00138@example.com
T103025,CUST00212,22-02-2024,52.44,cust00212@example.com
T102202,CUST00114,14-02-2024,73.8,cust00114@example.com
T100998,CUST00035,12-09-2024,241.54,cust00035@example.com
T102032,CUST00103,28-06-2024,77.11,cust00103@example.com
T103212,CUST00261,07-09-2023,23.07,cust00261@example.com
T103033,CUST00213,05-11-2023,36.08,cust00213@example.com
T103298,CUST00295,01-07-2023,31.9,cust00295@example.com
T102730,CUST00168,19-02-2024,74.85,cust00168@example.com
T100440,CUST00014,23-07-2024,94.42,cust00014@example.com
T100508,CUST00017,23-08-2024,241.47,cust00017@example.com
T101100,CUST00039,29-06-2024,89.83,cust00039@example.com
T100589,CUST00020,20-09-2024,105.82,cust00020@example.com
T101366,CUST00054,07-04-2024,97.27,cust00054@example.com
T100649,CUST00022,08-03-2024,164.74,cust00022@example.com
T102172,CUST00112,18-05-2024,53.99,cust00112@example.com
T102110,CUST00108,04-03-2024,51.26,cust00108@example.com
T101456,CUST00061,06-08-2024,95.16,cust00061@example.com
T101829,CUST00089,07-10-2024,63.43,cust00089@example.com
T102533,CUST00136,06-01-2024,30.86,cust00136@example.com
T100630,CUST00021,30-10-2024,201.27,cust00021@example.com
T102890,CUST00192,03-02-2024,49.93,cust00192@example.com
T101206,CUST00044,01-12-2024,196.16,cust00044@example.com
T100482,CUST00016,01-09-2024,157.27,cust00016@example.com
T101474,CUST00063,16-03-2024,66.16,cust00063@example.com
T102833,CUST00183,01-08-2024,47.33,cust00183@example.com
T101345,CUST00053,01-10-2024,74.04,cust00053@example.com
T102907,CUST00195,25-01-2024,43.57,cust00195@example.com
T102147,CUST00111,05-03-2024,68.62,cust00111@example.com
T101907,CUST00094,04-04-2024,69.44,cust00094@example.com
T100856,CUST00030,18-09-2024,86.21,cust00030@example.com
T102095,CUST00107,28-05-2024,103.43,cust00107@example.com
T100530,CUST00018,25-11-2024,218.19,cust00018@example.com
T102222,CUST00116,29-07-2024,47.72,cust00116@example.com
T100049,CUST00002,02-09-2024,111.43,cust00002@example.com
T100858,CUST00030,25-03-2024,176.02,cust00030@example.com
T103121,CUST00225,30-06-2024,44.85,cust00225@example.com
T101072,CUST00038,29-05-2024,87.16,cust00038@example.com
T100719,CUST00025,29-10-2024,204.25,cust00025@example.com
T101953,CUST00098,18-09-2024,98.85,cust00098@example.com
T101873,CUST00092,25-04-2024,107.26,cust00092@example.com
T102877,CUST00190,25-05-2024,42.28,cust00190@example.com
T101601,CUST00073,20-04-2024,65.87,cust00073@example.com
T101807,CUST00087,10-03-2024,54.82,cust00087@example.com
T102357,CUST00125,28-06-2024,45.32,cust00125@example.com
T101590,CUST00072,24-04-2024,95.39,cust00072@example.com
T102472,CUST00132,05-05-2024,112.76,cust00132@example.com
T101587,CUST00072,31-05-2024,72.35,cust00072@example.com
T102282,CUST00120,29-02-2024,77.8,cust00120@example.com
T101938,CUST00096,22-02-2024,79.86,cust00096@example.com
T102615,CUST00148,26-11-2023,36.11,cust00148@example.com
T103259,CUST00279,02-11-2023,55.31,cust00279@example.com
T102371,CUST00125,23-06-2024,107.65,cust00125@example.com
T101195,CUST00043,17-08-2024,228.16,cust00043@example.com
T103122,CUST00225,13-08-2024,33.75,cust00225@example.com
T102905,CUST00194,05-11-2023,33.28,cust00194@example.com
T101826,CUST00089,05-07-2024,43.36,cust00089@example.com
T100297,CUST00010,06-09-2024,116.69,cust00010@example.com
T101467,CUST00062,09-03-2024,72.55,cust00062@example.com
T101950,CUST00097,31-10-2024,47.09,cust00097@example.com
T100958,CUST00033,08-10-2024,108.27,cust00033@example.com
T101743,CUST00082,26-08-2024,40.88,cust00082@example.com
T102493,CUST00133,31-05-2024,70.92,cust00133@example.com
T101338,CUST00052,13-06-2024,45.78,cust00052@example.com
T101952,CUST00098,07-10-2024,87.86,cust00098@example.com
T100349,CUST00011,25-06-2024,186.4,cust00011@example.com
T101535,CUST00068,24-02-2024,49.75,cust00068@example.com
T100643,CUST00022,21-08-2024,135.67,cust00022@example.com
T101289,CUST00049,13-07-2024,46.29,cust00049@example.com
T101419,CUST00058,11-03-2024,114.71,cust00058@example.com
T100669,CUST00023,20-03-2024,128.47,cust00023@example.com
T102447,CUST00130,15-04-2024,55.57,cust00130@example.com
T102722,CUST00166,26-01-2024,76.82,cust00166@example.com
T103271,CUST00283,05-01-2024,15.45,cust00283@example.com
T101179,CUST00043,05-11-2024,172.02,cust00043@example.com
T102748,CUST00172,12-08-2024,78.67,cust00172@example.com
T101811,CUST00087,02-10-2024,101.15,cust00087@example.com
T102626,CUST00149,19-11-2023,35.36,cust00149@example.com
T103176,CUST00247,09-03-2024,44.89,cust00247@example.com
T101897,CUST00094,13-03-2024,55.04,cust00094@example.com
T100786,CUST00028,16-11-2024,179.18,cust00028@example.com
T103046,CUST00215,22-07-2024,55.36,cust00215@example.com
T100140,CUST00005,10-07-2024,243.62,cust00005@example.com
T100788,CUST00028,29-09-2024,158.54,cust00028@example.com
T102338,CUST00124,25-09-2024,49.68,cust00124@example.com
T102249,CUST00118,21-03-2024,49.19,cust00118@example.com
T100714,CUST00025,14-08-2024,139.31,cust00025@example.com
T101623,CUST00074,27-05-2024,116.61,cust00074@example.com
T102019,CUST00102,26-07-2024,93.1,cust00102@example.com
T103278,CUST00286,21-12-2023,30.01,cust00286@example.com
T101444,CUST00061,16-09-2024,109.45,cust00061@example.com
T102823,CUST00182,20-02-2024,43.32,cust00182@example.com
T101322,CUST00051,09-10-2024,109.74,cust00051@example.com
T100618,CUST00021,09-03-2024,217.05,cust00021@example.com
T100406,CUST00013,05-07-2024,146.16,cust00013@example.com
T102248,CUST00118,29-07-2024,87.92,cust00118@example.com
T102608,CUST00147,25-01-2024,72.42,cust00147@example.com
T101313,CUST00051,05-10-2024,105.38,cust00051@example.com
T101404,CUST00057,18-06-2024,93.1,cust00057@example.com
T101967,CUST00099,24-03-2024,68.98,cust00099@example.com
T100497,CUST00017,19-05-2024,93.21,cust00017@example.com
T100342,CUST00011,19-03-2024,109.44,cust00011@example.com
T102153,CUST00111,12-10-2024,106.08,cust00111@example.com
T103061,CUST00217,08-04-2024,35.52,cust00217@example.com
T100782,CUST00027,27-03-2024,122.81,cust00027@example.com
T102005,CUST00101,18-06-2024,100.75,cust00101@example.com
T100303,CUST00010,21-08-2024,188.36,cust00010@example.com
T102714,CUST00165,08-04-2024,30.08,cust00165@example.com
T102042,CUST00104,06-05-2024,81.87,cust00104@example.com
T100664,CUST00023,23-09-2024,97.3,cust00023@example.com
T101177,CUST00043,11-04-2024,98.19,cust00043@example.com
T101244,CUST00046,04-03-2024,100.88,cust00046@example.com
T102003,CUST00101,28-04-2024,59.96,cust00101@example.com
T101798,CUST00086,02-05-2024,45.7,cust00086@example.com
T101767,CUST00084,30-09-2024,78.08,cust00084@example.com
T101803,CUST00086,28-11-2024,63.72,cust00086@example.com
T100084,CUST00004,08-06-2024,132.87,cust00004@example.com
T102452,CUST00130,15-06-2024,84.62,cust00130@example.com
T100941,CUST00033,21-11-2024,174.21,cust00033@example.com
T100961,CUST00033,09-12-2024,182.54,cust00033@example.com
T100841,CUST00029,19-07-2024,192.8,cust00029@example.com
T103009,CUST00210,20-05-2024,33.11,cust00210@example.com
T102629,CUST00150,17-11-2023,53.26,cust00150@example.com
T102490,CUST00133,01-05-2024,62.86,cust00133@example.com
T101822,CUST00088,10-07-2024,89.2,cust00088@example.com
T100290,CUST00009,11-05-2024,85.19,cust00009@example.com
T102121,CUST00109,22-08-2024,80.42,cust00109@example.com
T101961,CUST00098,03-07-2024,72.79,cust00098@example.com
T100604,CUST00021,17-07-2024,100.51,cust00021@example.com
T102257,CUST00118,04-06-2024,74.43,cust00118@example.com
T100916,CUST00032,26-08-2024,130.06,cust00032@example.com
T101533,CUST00068,15-06-2024,61.81,cust00068@example.com
T102013,CUST00102,16-08-2024,51.14,cust00102@example.com
T101099,CUST00039,02-09-2024,139.52,cust00039@example.com
T101088,CUST00039,13-10-2024,248.5,cust00039@example.com
T102749,CUST00172,20-08-2024,68.16,cust00172@example.com
T101593,CUST00072,01-09-2024,48.33,cust00072@example.com
T100821,CUST00029,03-03-2024,80.79,cust00029@example.com
T102728,CUST00168,28-07-2024,44.8,cust00168@example.com
T101000,CUST00035,19-04-2024,111.47,cust00035@example.com
